type,code,parent_code,name_uz,name_uz_cyril,name_ru,name_kaa,deleted
PROFESSION,1621,,Ishlab chiqarish-texnologik jamlash boshqarmasi ishlab chiqarish komplekt uchastkasi boshlig’i,Ишлаб чиқариш-технологик жамлаш бошқармаси ишлаб чиқариш комплект участкаси бошлиғи,Начальник участка производственно-комплектовочного управления производственно-технологической комплектации,Óndiris-texnologiyalıq jamlash basqarması óndiris komplekt uchastkası baslıǵı,false
PROFESSION,1622,,Kran yo’llari qurilmasi va ekspluatatsiyasi uchastka boshlig’i,Кран йўллари қурилмаси ва эксплуатацияси участка бошлиғи,Начальник участка эксплуатации и устройства подкрановых путей,Kran yólları qurılması hám paydalanıwı uchastka baslıǵı,false
PROFESSION,1623,,Tublarni chuqurlashtirish ishlarini bajaruvchi,Тубларни чуқурлаштириш ишларини бажарувчи,Производитель дноуглубительных работ,Tublardı chuqurlashtirish ishların bajarıwshı,false
PROFESSION,1624,,Ish bajaruvchi,Иш бажарувчи,Производитель работ,Jumıs bajarıwshı,false
PROFESSION,1625,,Minora qurish ishlarini bajaruvchi,Минора қуриш ишларини бажарувчи,Производитель работ вышкостроения,Minora qurish ishların bajarıwshı,false
PROFESSION,1626,,Katta usta-jihozlarni dezaktivatsiya qilish guruhi rahbari,Катта уста-жиҳозларни дезактивация қилиш гуруҳи раҳбари,Старший мастер - руководитель группы дезактивации оборудования,Úlken usta-úskenelerdi dezaktivatsiya qılıw toparı basshısı,false
PROFESSION,1627,,Ishlab chiqaruv ishlari kattasi,Ишлаб чиқарув ишлари каттаси,Старший производитель работ,Ishlab chiqaruv jumısları kattasi,false
PROFESSION,1628,,Uy joy xo’jaligi boshqaruvchisi,Уй жой хўжалиги бошқарувчиси,Управляющий жилищно-коммунальным хозяйством,Úy jay xójaligi boshqaruvshısı,false
PROFESSION,1629,,Yo’l bosh dispetcheri,Йўл бош диспетчери,Главный диспетчер дорожный,Jol bas dispetcheri,false
PROFESSION,1630,,Aloqa korxonasi bosh dispetcheri,Алоқа корхонаси бош диспетчери,Главный диспетчер предприятия связи,Baylanıs kárxanası bas dispetcheri,false
PROFESSION,1631,,"Bosh muhandis (aloqa, transport, moddiy-texnika ta’minoti, sotuv)","Бош муҳандис (алоқа, транспорт, моддий-техника таъминоти, сотув)","Главный инженер (в связи, на транспорте, материально-техническом снабжении, сбыте)","Bas injener (baylanıs, transport, moddiy-texnika támiyinlewi, sotuv)",false
PROFESSION,1632,,"Texnik xizmat ko’rsatish, ta’mirlash bo’yicha markaz (kompleks) bosh menejeri","Техник хизмат кўрсатиш, таъмирлаш бўйича марказ (комплекс) бош менежери","Главный менеджер центра (комплекса) по техническому обслуживанию, ремонту","Texnik xızmet kórsetiw, ońlaw boyınsha oray (kompleks) bas menedjeri",false
PROFESSION,4283,,Kapel’meyster,Капельмейстер,Капельмейстер,Kapel'meyster,false
PROFESSION,1635,,"Bo’lim bosh mutaxassisi (transport, aloqa va ta’minotda)","Бўлим бош мутахассиси (транспорт, алоқа ва таъминотда)","Главный специалист отдела (на транспорте, в связи, снабжении)","Bólim bas qánigesi (transport, baylanıs hám ta'minotda)",false
PROFESSION,1636,,Eksport qilinayotgan mahsulotlarni yuklash va tashish bo’yicha bosh mutaxassis,Экспорт қилинаётган маҳсулотларни юклаш ва ташиш бўйича бош мутахассис,Главный специалист по вопросам отгрузки и транспортировки экспортируемой продукции,Eksport qilinayotgan mahsulotlardı júklew hám tasıw boyınsha Bas qánige,false
PROFESSION,1637,,Moddiy-texnik ta’minoti bo’yicha bosh mutaxassis,Моддий-техник таъминоти бўйича бош мутахассис,Главный специалист по материально-техническому снабжению,Moddiy-texnik támiyinlewi boyınsha Bas qánige,false
PROFESSION,1638,,"Neft, neft mahsulotlari va gaz yetkazib berish bo’yicha bosh mutaxassis","Нефт, нефт маҳсулотлари ва газ етказиб бериш бўйича бош мутахассис","Главный специалист по поставкам и транспортировке нефти, нефтепродуктов и газа","Neft, neft ónimleri hám gaz yetkazib beriw boyınsha Bas qánige",false
PROFESSION,1639,,Bosh shturman,Бош штурман,Главный штурман,Bas shturman,false
PROFESSION,1640,,Bosh elektroradionavigator,Бош электрорадионавигатор,Главный электрорадионавигатор,Bas elektroradionavigator,false
PROFESSION,1641,,Bosh energodispetcher,Бош энергодиспетчер,Главный энергодиспетчер,Bas energodispetcher,false
PROFESSION,1642,,Moddiy-texnik ta’minot va transport bo’yicha direktor,Моддий-техник таъминот ва транспорт бўйича директор,Директор по материально-техническому снабжению и транспорту,Moddiy-texnik támiyinlew hám transport boyınsha direktor,false
PROFESSION,1643,,Ta’minot va logistika bo’yicha direktor,Таъминот ва логистика бўйича директор,Директор по снабжению и логистике,Támiyinlew hám logistika boyınsha direktor,false
PROFESSION,1644,,"Materiallar va uskunalar bilan butlash, ishlab chiqarish bazasi direktori","Материаллар ва ускуналар билан бутлаш, ишлаб чиқариш базаси директори",Директор производственной базы комплектации материалами и оборудованием,"Materiallar hám úskeneler menen butlash, óndiris bazası direktorı",false
PROFESSION,1645,,Tajriba-eksperimental bazasi va eksperimental qozonxona mudiri (boshlig’i),Тажриба-экспериментал базаси ва экспериментал қозонхона мудири (бошлиғи),Заведующий (начальник) опытно-экспериментальной базой и экспериментальной котельной,Tájiriybe-eksperimental bazası hám eksperimental qazanxana baslıǵı (baslıǵı),false
PROFESSION,1668,,Yo’l blanklari va eltish xujjatlari ombor mudiri,Йўл бланклари ва элтиш хужжатлари омбор мудири,Заведующий складом бланков проездных и перевозочных документов,Jol blankları hám eltish xujjatları qoyma baslıǵı,false
PROFESSION,1646,,"Baza (dori-darmon, ich kiyim-jild, yuk tushirish va ortish, molxona, sport, o’quv-ilmiy) mudiri","База (дори-дармон, ич кийим-жилд, юк тушириш ва ортиш, молхона, спорт, ўқув-илмий) мудири","Заведующий базой (аптечной, бельевой, перевалочной, скотобазой, спортивной, учебно-научной)","Baza (dori-darmon, ich kiyim-jild, yuk túsiriw hám júklew, molxona, sport, oqıw-ilimiy) baslıǵı",false
